periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,() of pregnant women adolescents (10-19 years),adolescent pregnancy,estimated post abortion,prop of monthly anc visit by preg adolescent,adolescents (10-14 years) with  pregnancy,adolescent family planning uptake 10-14 yrs,adolescent family planning uptake 15-19 yrs,adolescents (15-19 years) with  pregnancy
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Narok County,Narok South Sub County,Maji Moto/Naroosura Ward,u5iwkT3DDNJ,Maji Moto/Naroosura Ward,KE_Ward_901,,61.3,399,0,28.3,41,,25,358
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisii County,Bomachoge Chache Sub County,Majoge Basi Ward,fOorbUi6HUx,Majoge Basi Ward,KE_Ward_1323,,11,24,,5.9,4,12,42,20
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Embu County,Mbeere South Sub County,Makima Ward,AoN9iYrVOUP,Makima Ward,KE_Ward_324,,17.2,16,0,3.5,,,11,16
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Kibra Sub County,Makina Ward,tZfKaFDQcdW,Makina Ward,KE_Ward_1388,,40.3,71,,177.5,,,18,71
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Makueni County,Kibwezi West Sub County,Makindu Ward,HHjcyeBEO9W,Makindu Ward,KE_Ward_431,,11.3,53,0,3.3,2,1,56,51
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Makadara Sub County,Makongeni Ward,ov2muONmDh8,Makongeni Ward,KE_Ward_1433,,11.2,14,,13,,15,160,14
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Cherangany Sub County,Makutano Ward,s38X4K1qhST,Makutano Ward,KE_Ward_695,,43.3,77,0,13.6,,,24,77
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Mwala Sub County,Makutano/Mwala Ward,LFDB6rHVYOg,Makutano/Mwala Ward,KE_Ward_406,,11.5,24,0,3.8,,,25,24
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,U3N4bJZ2BL0,Makuyu Ward,KE_Ward_534,,35.5,133,,166.3,,,66,133
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Teso North Sub County,Malaba Central Ward,Kvj0YdYa6ZO,Malaba Central Ward,KE_Ward_1121,,16.7,37,,3.9,,,61,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Teso North Sub County,Malaba North Ward,jvY4ig8JLYY,Malaba North Ward,KE_Ward_1122,,18.1,13,,,,,13,13
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Teso North Sub County,Malaba South Ward,VG4qlKr4Z2A,Malaba South Ward,KE_Ward_1126,,30.5,76,,8,15,3,31,61
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,LFTRMczCZWE,Malaha/Isongo/Makunga Ward,KE_Ward_1025,,25.6,91,0,9.1,,,38,91
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Sirisia Sub County,Malakisi/South Kulisiru Ward,ftbk97ko25V,Malakisi/South Kulisiru Ward,KE_Ward_1083,,10.3,39,0,2.8,,2,87,39
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Gilgil Sub County,Malewa West Ward,xCH1F3gEsNr,Malewa West Ward,KE_Ward_847,,34,52,0,10.2,,,27,52
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kilifi County,Malindi Sub County,Malindi Town Ward,u6oi5OySCnQ,Malindi Town Ward,KE_Ward_78,,2.1,5,0,0.68,,1,596,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Wajir North Sub County,Malkagufu Ward,pRYo5vME6Ca,Malkagufu Ward,KE_Ward_164,,0,0,0,0,,,,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Banissa Sub County,Malkamari Ward,eLXthnYAfFd,Malkamari Ward,KE_Ward_199,,2.9,2,0,2.3,,,,2
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Malava Sub County,Manda-shivanga Ward,oQbUJJHfsbX,Manda-shivanga Ward,KE_Ward_1006,,24.8,66,0,8.9,2,1,61,64
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kiambu County,Gatundu North Sub County,Mang'u Ward,C5gJnXO6h1Y,Mang'u Ward,KE_Ward_558,,21.8,90,0,6.8,,,33,90
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyamira County,Manga Sub County,Manga Ward,zfVQ2KNTfgY,Manga Ward,KE_Ward_1350,,31.7,85,,11.7,5,3,225,80
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Kisumu East Sub County,Manyatta B Ward,It7fWcKbcZX,Manyatta B Ward,KE_Ward_1188,,12.2,18,0,8.7,,,38,18
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Narok County,Narok West Sub County,Mara Ward,mX734z5OjqI,Mara Ward,KE_Ward_908,,39.4,253,0,24.3,15,8,74,238
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Butula Sub County,Marachi Central Ward,vURFh88SwIe,Marachi Central Ward,KE_Ward_1144,,30.5,29,0,14.2,2,1,50,27
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Butula Sub County,Marachi East Ward,IS2J5mu8wNo,Marachi East Ward,KE_Ward_1145,,35.1,80,0,68.4,,,113,80
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Butula Sub County,Marachi North Ward,uHObeeBxuHY,Marachi North Ward,KE_Ward_1146,,19.8,21,0,13.3,,,2,21
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Butula Sub County,Marachi West Ward,WnuuhfEMxBf,Marachi West Ward,KE_Ward_1142,,37.9,74,0,27.4,1,,33,73
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kilifi County,Magarini Sub County,Marafa Ward,Icchyn9Ob1j,Marafa Ward,KE_Ward_80,,18.7,79,,6.8,,1,43,79
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Webuye East Sub County,Maraka Ward,chWsC9TTyF3,Maraka Ward,KE_Ward_1106,,15.2,37,0,4.6,,,25,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Kanduyi Sub County,Marakaru/Tuuti Ward,thvW4MLkf3E,Marakaru/Tuuti Ward,KE_Ward_1102,,21.4,99,0,7.2,1,43,86,98
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Samburu County,Samburu Central Sub County,Maralal Ward,IEBWo4HwEfq,Maralal Ward,KE_Ward_663,,48.5,266,0,18.9,6,2,147,260
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Butere Sub County,Marama Central Ward,p8bUOZBUz0i,Marama Central Ward,KE_Ward_1033,,31.4,121,0,8,2,2,309,119
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Butere Sub County,Marama North Ward,CcUrOE5FsJW,Marama North Ward,KE_Ward_1035,,28.3,39,0,7.8,,,40,39
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Butere Sub County,Marama South Ward,NTHccL0KJ5j,Marama South Ward,KE_Ward_1036,,15.7,19,0,4.6,,,26,19
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Butere Sub County,Marama West Ward,cYwe7Q54BbE,Marama West Ward,KE_Ward_1032,,55,115,0,19.3,2,3,73,113
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisii County,Kitutu Chache North Sub County,Marani Ward,BR5uAoEu5yV,Marani Ward,KE_Ward_1339,,18.7,61,0,47.3,1,,49,60
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Butere Sub County,Marenyo-shianda Ward,KqnktZiiyGZ,Marenyo-shianda Ward,KE_Ward_1034,,33,58,0,9.8,3,1,22,55
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kilifi County,Kaloleni Sub County,Mariakani Ward,utg5SKGYTGO,Mariakani Ward,KE_Ward_63,,7.7,51,0,2.5,1,,68,50
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Dcu26yytcIH,Mariani Ward,KE_Ward_301,,31.3,26,,,2,3,38,24
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Molo Sub County,Mariashoni Ward,BbJmtHW0518,Mariashoni Ward,KE_Ward_826,,24.5,12,,17.1,,,16,12
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Marigat Sub County,Marigat Ward,bVD6U8Bf6As,Marigat Ward,KE_Ward_798,,15.8,106,0,12.5,2,94,142,104
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,IcAegRcGuV6,Marimanti Ward,KE_Ward_310,,37.3,118,,17.2,10,,51,108
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Ao5e4mVaq7w,Maringo/Hamza Ward,KE_Ward_1430,,8.3,138,,10.5,,,65,138
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Kisumu Central Sub County,Market Milimani Ward,wTeTHBlXnQj,Market Milimani Ward,KE_Ward_1199,,6.1,54,8.6,1.8,3,,108,51
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Laikipia County,Laikipia West Sub County,Marmanet Ward,OhvgVomhsMZ,Marmanet Ward,KE_Ward_814,,34.9,151,,13.6,,,56,151
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Marsabit County,Saku Sub County,Marsabit Central Ward,PVB8iZMsHnd,Marsabit Central Ward,KE_Ward_235,,39,149,0,12.5,,,19,149
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Taita Taveta County,Voi Sub County,Marungu Ward,mvDV6e04X7a,Marungu Ward,KE_Ward_128,,52.6,61,,28.2,,,16,61
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Migori County,Kuria West Sub County,Masaba Ward,zTD1Z6ldaEx,Masaba Ward,KE_Ward_1293,,17.6,61,0,10.3,1,4,106,60
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Ijara Sub County,Masalani Ward,WRLhcN3G2DL,Masalani Ward,KE_Ward_160,,10.1,35,0,3.1,1,,2,34
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisii County,Bobasi Sub County,Masige East Ward,ZmF6haTsiNT,Masige East Ward,KE_Ward_1316,,27.6,27,0,8.7,,2,19,27
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisii County,Bobasi Sub County,Masige West Ward,kNhuVMT4NIA,Masige West Ward,KE_Ward_1315,,26.3,10,0,8.1,,,13,10
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Mwala Sub County,Masii Ward,aN66G7fGx3m,Masii Ward,KE_Ward_407,,10.3,22,0,4.5,1,,76,21
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisii County,Nyaribari Masaba Sub County,Masimba Ward,CDUIv5RI0VU,Masimba Ward,KE_Ward_1328,,20.5,32,0,6.4,3,1,20,29
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Gy8x7tShO72,Masinga Central Ward,KE_Ward_372,,12.8,39,,7.3,2,1,43,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,FFfi4zTqdH2,Masogo/Nyang'oma Ward,KE_Ward_1213,,24.9,88,0,8.8,2,4,91,86
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Makueni County,Kibwezi East Sub County,Masongaleni Ward,oVE1UXXDGcA,Masongaleni Ward,KE_Ward_437,,35.8,63,0,185.3,,,40,63
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,West Pokot County,Pokot Central Sub County,Masool Ward,abEfttdBmpZ,Masool Ward,KE_Ward_648,,13.9,19,0,8.4,3,,5,16
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Taita Taveta County,Taveta Sub County,Mata Ward,m1IPtRRgcm9,Mata Ward,KE_Ward_115,,44.1,52,,21.1,2,,19,50
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kajiado County,Kajiado Central Sub County,Matapato North Ward,quFXokobrnW,Matapato North Ward,KE_Ward_919,,56.8,339,,20.6,52,6,74,287
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kajiado County,Kajiado Central Sub County,Matapato South Ward,PPE8hAClees,Matapato South Ward,KE_Ward_920,,30.3,164,,10.7,21,,79,143
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Matayos Sub County,Matayos South Ward,UMeXjZoZxct,Matayos South Ward,KE_Ward_1139,,28.8,94,0,8.8,1,5,73,93
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,dOQTHZsuaIb,Mathare North Ward,KE_Ward_1403,,8.7,74,0,3.3,1,66,209,73
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui West Sub County,Matinyani Ward,fIEkqCnDeKD,Matinyani Ward,KE_Ward_348,,17.2,15,0,7.2,,,20,15
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward,kBH2TFh9qab,Matisi Ward,KE_Ward_684,,27.7,139,0,19.9,,94,176,139
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi Central Sub County,Matopeni/Spring Valley Ward,xhXsdnqx3eX,Matopeni/Spring Valley Ward,KE_Ward_1420,,0,0,,0,,,7,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,XWYco24xiw4,Matsangoni Ward,KE_Ward_55,,17.1,62,0,4.7,3,11,75,59
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Webuye West Sub County,Matulo Ward,DfKdo0FepVq,Matulo Ward,KE_Ward_1109,,28.3,177,0,8.3,5,12,54,172
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Endebess Sub County,Matumbei Ward,ds38yFIWSBY,Matumbei Ward,KE_Ward_682,,42.6,107,0,109.2,,,135,107
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Matungulu Sub County,Matungulu East Ward,raVM522IGju,Matungulu East Ward,KE_Ward_387,,28.8,32,,11.4,,,13,32
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,cYcOCBgwwwN,Matungulu North Ward,KE_Ward_386,,23.6,34,,8.9,,13,73,34
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,OMFDcpMhxBr,Matungulu West Ward,KE_Ward_388,,9.8,55,,3.3,,,52,55
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Yatta Sub County,Matuu Ward,EhkLDtwfJnH,Matuu Ward,KE_Ward_377,,11.5,39,,3.4,2,,24,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Njoro Sub County,Mau Narok Ward,DSk12NKnyRR,Mau Narok Ward,KE_Ward_830,,25.5,137,,10.8,5,,125,132
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Meru County,Igembe South Sub County,Maua Ward,cCF3yJfJOvA,Maua Ward,KE_Ward_251,,22.7,183,,9.2,1,3,100,182
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Njoro Sub County,Mauche Ward,KHWDXyBa4i6,Mauche Ward,KE_Ward_831,,20,49,,12.1,,,167,49
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Lugari Sub County,Mautuma Ward,ceveVgwvcc7,Mautuma Ward,KE_Ward_991,,31.8,104,0,6.8,1,,64,103
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Makueni County,Makueni Sub County,Mavindini Ward,jGvMus41myr,Mavindini Ward,KE_Ward_426,,19.1,17,0,65.4,,,11,17
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Embu County,Mbeere South Sub County,Mavuria Ward,IqDql8D0FEF,Mavuria Ward,KE_Ward_326,,10.7,39,0,3.7,,,56,39
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Matayos Sub County,Mayenje Ward,Fh0N1GDepVx,Mayenje Ward,KE_Ward_1138,,3.2,1,0,1,,27,12,1
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Matungu Sub County,Mayoni Ward,PXAviuGXJGl,Mayoni Ward,KE_Ward_1030,,14.3,77,0,3.8,,,55,77
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Tongaren Sub County,Mbakalo Ward,dqhHnPkEqDH,Mbakalo Ward,KE_Ward_1115,,16.8,108,0,6.4,2,1,149,106
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,iIdFbrVody5,Mbaruk/Eburu Ward,KE_Ward_846,,18.2,35,0,6.7,,1,22,35
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,vEAFtHnPDrX,Mbeti North Ward,KE_Ward_314,,5.9,10,0,1.4,,,18,10
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Embu County,Mbeere South Sub County,Mbeti South Ward,wCqyM612JwW,Mbeti South Ward,KE_Ward_325,,20.1,34,0,7.6,,,69,34
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Meru County,Tigania West Sub County,Mbeu Ward,diFMjWsMQda,Mbeu Ward,KE_Ward_270,,44.1,86,0,19.7,4,,13,82
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Muranga County,Kiharu Sub County,Mbiri Ward,sG1YvrNWJTV,Mbiri Ward,KE_Ward_524,,37,17,,14.8,,,75,17
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Makueni County,Makueni Sub County,Mbitini Ward,VUT7af8sHh5,Mbitini Ward,KE_Ward_430,,26.4,33,0,17.5,3,,11,30
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui Rural Sub County,Mbitini Ward,MLjJaYTdwrs,Mbitini Ward,KE_Ward_351,,27.3,39,0,16.5,,,32,39
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Mwala Sub County,Mbiuni Ward,mTYNhOlvCK8,Mbiuni Ward,KE_Ward_405,,23.4,39,0,7.6,,,48,39
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Taita Taveta County,Taveta Sub County,Mboghoni Ward,SRbWfuqghtn,Mboghoni Ward,KE_Ward_114,,35.6,37,,17.1,1,,19,36
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,arVnioHdpH6,Mbololo Ward,KE_Ward_125,,21.8,93,,7.5,,2,53,93
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Makueni County,Mbooni Sub County,Mbooni Ward,wp8DtxcZfwK,Mbooni Ward,KE_Ward_412,,17.4,61,0,,,1,41,61
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Uasin Gishu County,Kapseret Sub County,Megun Ward,gQ7WBbu9IbN,Megun Ward,KE_Ward_725,,17.4,4,,9.8,1,1,18,3
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyamira County,Borabu Sub County,Mekenene Ward,UZzNEWFdz58,Mekenene Ward,KE_Ward_1362,,40.3,48,,27.9,17,9,51,31
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Narok County,Narok South Sub County,Melelo Ward,kBWwkKdW9Rh,Melelo Ward,KE_Ward_903,,68,155,0,23.6,1,1,126,154
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Narok County,Narok North Sub County,Melili Ward,hfUlTD9PANt,Melili Ward,KE_Ward_896,,37.4,155,0,17.7,23,12,90,132
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Nakuru East Sub County,Menengai Ward,sJ50zpy9iBV,Menengai Ward,KE_Ward_879,,6.5,25,0,2,6,,12,19
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Rongai Sub County,Menengai West Ward,PL9Y6PrB2oV,Menengai West Ward,KE_Ward_860,,22,53,0,22.3,,,265,53
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Bomet East Sub County,Merigi Ward,sp794D1MvxT,Merigi Ward,KE_Ward_976,,53.1,138,0,17.4,1,,87,137
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Elgeyo Marakwet County,Keiyo South Sub County,Metkei Ward,mdOmXEGyL3l,Metkei Ward,KE_Ward_750,,23.2,36,0,7.1,,,17,36
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Mbita Sub County,Mfangano Island Ward,SyS2T2z6JDZ,Mfangano Island Ward,KE_Ward_1252,,27.6,63,0,13.3,6,21,115,57
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui Central Sub County,Miambani Ward,iu8wSlOZmfl,Miambani Ward,KE_Ward_354,,20.2,18,0,6.4,,1,35,18
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Kisumu Central Sub County,Migosi Ward,oz6zXuKWiR9,Migosi Ward,KE_Ward_1197,,10.4,46,7.2,4,1,18,20,45
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Mwingi West Sub County,Migwani Ward,Apa4iLKG02o,Migwani Ward,KE_Ward_338,,14.7,38,0,4.4,,1,80,38
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi East Sub County,Mihango Ward,GwVllI2Zdfe,Mihango Ward,KE_Ward_1425,,17.6,44,,,6,,12,38
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Webuye East Sub County,Mihuu Ward,frzFOocEhiu,Mihuu Ward,KE_Ward_1104,,24.7,53,0,8.7,16,4,67,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Jomvu Sub County,Mikindani Ward,AtSX1b8b5wZ,Mikindani Ward,KE_Ward_8,,8.1,40,,2.2,,,36,40
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tana River County,Galole Sub County,Mikinduni Ward,Tj925bvDisP,Mikinduni Ward,KE_Ward_93,,124.6,86,0,113.2,22,,16,64
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Meru County,Tigania East Sub County,Mikinduri Ward,c0I654P6EkR,Mikinduri Ward,KE_Ward_272,,18.7,86,,8.7,,63,33,86
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Tongaren Sub County,Milima Ward,ky9RthnIKqS,Milima Ward,KE_Ward_1117,,11.9,26,0,5.9,,3,23,26
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyandarua County,Olkalou Sub County,Mirangine Ward,QFG9oFhHG2F,Mirangine Ward,KE_Ward_455,,9.8,11,0,3.2,1,,46,10
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Jomvu Sub County,Miritini Ward,KgGyWS1YxMx,Miritini Ward,KE_Ward_7,,7.7,29,,2.2,,1,78,29
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Webuye West Sub County,Misikhu Ward,PyDYqhwBSoP,Misikhu Ward,KE_Ward_1107,,25.4,99,0,8.2,2,1,48,97
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Kathiani Sub County,Mitamboni Ward,kTPK3jU6vdp,Mitamboni Ward,KE_Ward_390,,4.9,25,,3.3,1,,50,24
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tharaka Nithi County,Muthambi Sub County,Mitheru Ward,iRQ3mxm14gi,Mitheru Ward,KE_Ward_296,,43.8,14,,12.3,,,11,14
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Meru County,Imenti South Sub County,Mitunguu Ward,tIVOumb0Lh1,Mitunguu Ward,KE_Ward_290,,39.5,75,,,,,12,75
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Muhoroni Sub County,Miwani Ward,PoYQc8biHf3,Miwani Ward,KE_Ward_1211,,17.1,6,0,42.9,1,,11,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Kisauni Sub County,Mjambere Ward,YCeebXtrvTd,Mjambere Ward,KE_Ward_9,,3.1,1,,0.86,,,1,1
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,lZiLgEqsjq5,Mji Wa Kale/Makadara Ward,KE_Ward_26,,13.1,13,,5.4,,,2,13
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Lamu County,Lamu West Sub County,Mkomani Ward,khU4bMjWLt6,Mkomani Ward,KE_Ward_105,,12.1,29,,3.6,,,15,29
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Nyali Sub County,Mkomani Ward,FXRGaOT9JD8,Mkomani Ward,KE_Ward_18,,0,0,,0,,,86,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kwale County,Matuga Sub County,Mkongani Ward,rzPzDuVVuqw,Mkongani Ward,KE_Ward_43,,23.5,125,,19.1,2,,247,123
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Lamu County,Lamu West Sub County,Mkunumbi Ward,wXf275eEPuy,Mkunumbi Ward,KE_Ward_107,,26,34,,9.3,2,,24,32
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,West Pokot County,West Pokot Sub County,Mnagei Ward,OEuGotz3swq,Mnagei Ward,KE_Ward_643,,41.5,68,0,16.3,,1,107,68
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kilifi County,Kilifi North Sub County,Mnarani Ward,QvkC6t7JwZB,Mnarani Ward,KE_Ward_57,,13.7,37,0,4.8,2,1,121,35
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Marigat Sub County,Mochongoi Ward,RUfWwfXjF1B,Mochongoi Ward,KE_Ward_800,,26.8,67,0,62,32,,43,35
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Lagdera Sub County,Modogashe Ward,iIS797JydB4,Modogashe Ward,KE_Ward_140,,15.1,36,0,7,,,,36
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Konoin Sub County,Mogogosiek Ward,rWijSZrVU5U,Mogogosiek Ward,KE_Ward_988,,34.5,91,0,12.9,1,1,41,90
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Narok County,Transmara East Sub County,Mogondo Ward,VcvJbIcShgA,Mogondo Ward,KE_Ward_889,,31.7,45,,16.8,3,,69,42
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Mogotio Sub County,Mogotio Ward,duv5obCpRzb,Mogotio Ward,KE_Ward_802,,9.1,28,0,5.7,,,48,28
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Uasin Gishu County,Soy Sub County,Moi's Bridge Ward,wyQ3FlLalVy,Moi's Bridge Ward,KE_Ward_701,,9.5,37,,7,,,56,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Uasin Gishu County,Moiben Sub County,Moiben Ward,mKtIgRuq39B,Moiben Ward,KE_Ward_717,,14,29,,6,1,1,49,28
